t=0, n=0, m=0, rp=0 ---------> 49380
t=1, n=42, m=18, rp=0 ---------> 49380
t=0, n=43, m=18, rp=0 ---------> 49380
t=1, n=43, m=18, rp=0 ---------> 49380
t=0, n=44, m=18, rp=0 ---------> 1.49698e+10
t=1, n=44, m=18, rp=0 ---------> 4.90728e+10
t=0, n=45, m=18, rp=0 ---------> -1.199e+10
t=1, n=45, m=18, rp=0 ---------> -2.38866e+09
t=0, n=0, m=19, rp=0 ---------> 49380
t=1, n=0, m=19, rp=0 ---------> 49380
t=0, n=1, m=19, rp=0 ---------> 49380
t=1, n=1, m=19, rp=0 ---------> 49380
t=0, n=2, m=19, rp=0 ---------> 49380
t=1, n=2, m=19, rp=0 ---------> 49380
t=0, n=3, m=19, rp=0 ---------> 49380
t=1, n=3, m=19, rp=0 ---------> 49380
t=0, n=4, m=19, rp=0 ---------> 49380
t=1, n=4, m=19, rp=0 ---------> 49380
t=0, n=5, m=19, rp=0 ---------> 49380
t=1, n=5, m=19, rp=0 ---------> 49380
t=0, n=6, m=19, rp=0 ---------> 49380
t=1, n=6, m=19, rp=0 ---------> 49380
t=0, n=7, m=19, rp=0 ---------> 49380
t=1, n=7, m=19, rp=0 ---------> 49380
t=0, n=8, m=19, rp=0 ---------> 49380
t=1, n=8, m=19, rp=0 ---------> 49380
t=0, n=9, m=19, rp=0 ---------> 49380
t=1, n=9, m=19, rp=0 ---------> 49380
t=0, n=10, m=19, rp=0 ---------> 49380
t=1, n=10, m=19, rp=0 ---------> 49380
t=0, n=11, m=19, rp=0 ---------> 49380
t=1, n=11, m=19, rp=0 ---------> 49380
t=0, n=12, m=19, rp=0 ---------> 49380
t=1, n=12, m=19, rp=0 ---------> 49380
t=0, n=13, m=19, rp=0 ---------> 49380
t=1, n=13, m=19, rp=0 ---------> 49380
t=0, n=14, m=19, rp=0 ---------> 49380
t=1, n=14, m=19, rp=0 ---------> 49380
t=0, n=15, m=19, rp=0 ---------> 49380
t=1, n=15, m=19, rp=0 ---------> 49380
t=0, n=16, m=19, rp=0 ---------> 49380
t=1, n=16, m=19, rp=0 ---------> 49380
t=0, n=17, m=19, rp=0 ---------> 49380
t=1, n=17, m=19, rp=0 ---------> 49380
t=0, n=18, m=19, rp=0 ---------> 49380
t=1, n=18, m=19, rp=0 ---------> 49380
t=0, n=19, m=19, rp=0 ---------> 49380
t=1, n=19, m=19, rp=0 ---------> 49380
t=0, n=20, m=19, rp=0 ---------> 49380
t=1, n=20, m=19, rp=0 ---------> 49380
t=0, n=21, m=19, rp=0 ---------> 49380
t=1, n=21, m=19, rp=0 ---------> 49380
t=0, n=22, m=19, rp=0 ---------> 49380
t=1, n=22, m=19, rp=0 ---------> 49380
t=0, n=23, m=19, rp=0 ---------> 49380
t=1, n=23, m=19, rp=0 ---------> 49380
t=0, n=24, m=19, rp=0 ---------> 49380
t=1, n=24, m=19, rp=0 ---------> 49380
t=0, n=25, m=19, rp=0 ---------> 49380
t=1, n=25, m=19, rp=0 ---------> 49380
t=0, n=26, m=19, rp=0 ---------> 49380
t=1, n=26, m=19, rp=0 ---------> 49380
t=0, n=27, m=19, rp=0 ---------> 49380
t=1, n=27, m=19, rp=0 ---------> 49380
t=0, n=28, m=19, rp=0 ---------> 49380
t=1, n=28, m=19, rp=0 ---------> 49380
t=0, n=29, m=19, rp=0 ---------> 49380
t=1, n=29, m=19, rp=0 ---------> 49380
t=0, n=30, m=19, rp=0 ---------> 49380
t=1, n=30, m=19, rp=0 ---------> 49380
t=0, n=31, m=19, rp=0 ---------> 49380
t=1, n=31, m=19, rp=0 ---------> 49380
t=0, n=32, m=19, rp=0 ---------> 49380
t=1, n=32, m=19, rp=0 ---------> 49380
t=0, n=33, m=19, rp=0 ---------> 49380
t=1, n=33, m=19, rp=0 ---------> 49380
t=0, n=34, m=19, rp=0 ---------> 49380
t=1, n=34, m=19, rp=0 ---------> 49380
t=0, n=35, m=19, rp=0 ---------> 49380
t=1, n=35, m=19, rp=0 ---------> 49380
t=0, n=36, m=19, rp=0 ---------> 49380
t=1, n=36, m=19, rp=0 ---------> 49380
t=0, n=37, m=19, rp=0 ---------> 49380
t=1, n=37, m=19, rp=0 ---------> 49380
t=0, n=38, m=19, rp=0 ---------> 49380
t=1, n=38, m=19, rp=0 ---------> 49380
t=0, n=39, m=19, rp=0 ---------> 49380
t=1, n=39, m=19, rp=0 ---------> 49380
t=0, n=40, m=19, rp=0 ---------> 49380
t=1, n=40, m=19, rp=0 ---------> 49380
t=0, n=41, m=19, rp=0 ---------> 49380
t=1, n=41, m=19, rp=0 ---------> 49380
t=0, n=42, m=19, rp=0 ---------> 49380
t=1, n=42, m=19, rp=0 ---------> 49380
t=0, n=43, m=19, rp=0 ---------> 49380
t=1, n=43, m=19, rp=0 ---------> 49380
t=0, n=44, m=19, rp=0 ---------> 3.47209e+10
t=1, n=44, m=19, rp=0 ---------> 9.86702e+08
t=0, n=45, m=19, rp=0 ---------> -2.60675e+10
t=1, n=45, m=19, rp=0 ---------> 5.4695e+10
t=0, n=0, m=20, rp=0 ---------> 49380
t=1, n=0, m=20, rp=0 ---------> 49380
t=0, n=1, m=20, rp=0 ---------> 49380
t=1, n=1, m=20, rp=0 ---------> 49380
t=0, n=2, m=20, rp=0 ---------> 49380
t=1, n=2, m=20, rp=0 ---------> 49380
t=0, n=3, m=20, rp=0 ---------> 49380
t=1, n=3, m=20, rp=0 ---------> 49380
t=0, n=4, m=20, rp=0 ---------> 49380
t=1, n=4, m=20, rp=0 ---------> 49380
t=0, n=5, m=20, rp=0 ---------> 49380
t=1, n=5, m=20, rp=0 ---------> 49380
t=0, n=6, m=20, rp=0 ---------> 49380
t=1, n=6, m=20, rp=0 ---------> 49380
t=0, n=7, m=20, rp=0 ---------> 49380
t=1, n=7, m=20, rp=0 ---------> 49380
t=0, n=8, m=20, rp=0 ---------> 49380
t=1, n=8, m=20, rp=0 ---------> 49380
t=0, n=9, m=20, rp=0 ---------> 49380
t=1, n=9, m=20, rp=0 ---------> 49380
t=0, n=10, m=20, rp=0 ---------> 49380
t=1, n=10, m=20, rp=0 ---------> 49380
t=0, n=11, m=20, rp=0 ---------> 49380
t=1, n=11, m=20, rp=0 ---------> 49380
t=0, n=12, m=20, rp=0 ---------> 49380
t=1, n=12, m=20, rp=0 ---------> 49380
t=0, n=13, m=20, rp=0 ---------> 49380
t=1, n=13, m=20, rp=0 ---------> 49380
t=0, n=14, m=20, rp=0 ---------> 49380
t=1, n=14, m=20, rp=0 ---------> 49380
t=0, n=15, m=20, rp=0 ---------> 49380
t=1, n=15, m=20, rp=0 ---------> 49380
t=0, n=16, m=20, rp=0 ---------> 49380
t=1, n=16, m=20, rp=0 ---------> 49380
t=0, n=17, m=20, rp=0 ---------> 49380
t=1, n=17, m=20, rp=0 ---------> 49380
t=0, n=18, m=20, rp=0 ---------> 49380
t=1, n=18, m=20, rp=0 ---------> 49380
t=0, n=19, m=20, rp=0 ---------> 49380
t=1, n=19, m=20, rp=0 ---------> 49380
t=0, n=20, m=20, rp=0 ---------> 49380
t=1, n=20, m=20, rp=0 ---------> 49380
t=0, n=21, m=20, rp=0 ---------> 49380
t=1, n=21, m=20, rp=0 ---------> 49380
t=0, n=22, m=20, rp=0 ---------> 49380
t=1, n=22, m=20, rp=0 ---------> 49380
t=0, n=23, m=20, rp=0 ---------> 49380
t=1, n=23, m=20, rp=0 ---------> 49380
t=0, n=24, m=20, rp=0 ---------> 49380
t=1, n=24, m=20, rp=0 ---------> 49380
t=0, n=25, m=20, rp=0 ---------> 49380
t=1, n=25, m=20, rp=0 ---------> 49380
t=0, n=26, m=20, rp=0 ---------> 49380
t=1, n=26, m=20, rp=0 ---------> 49380
t=0, n=27, m=20, rp=0 ---------> 49380
t=1, n=27, m=20, rp=0 ---------> 49380
t=0, n=28, m=20, rp=0 ---------> 49380
t=1, n=28, m=20, rp=0 ---------> 49380
t=0, n=29, m=20, rp=0 ---------> 49380
t=1, n=29, m=20, rp=0 ---------> 49380
t=0, n=30, m=20, rp=0 ---------> 49380
t=1, n=30, m=20, rp=0 ---------> 49380
t=0, n=31, m=20, rp=0 ---------> 49380
t=1, n=31, m=20, rp=0 ---------> 49380
t=0, n=32, m=20, rp=0 ---------> 49380
t=1, n=32, m=20, rp=0 ---------> 49380
t=0, n=33, m=20, rp=0 ---------> 49380
t=1, n=33, m=20, rp=0 ---------> 49380
t=0, n=34, m=20, rp=0 ---------> 49380
t=1, n=34, m=20, rp=0 ---------> 49380
t=0, n=35, m=20, rp=0 ---------> 49380
t=1, n=35, m=20, rp=0 ---------> 49380
t=0, n=36, m=20, rp=0 ---------> 49380
t=1, n=36, m=20, rp=0 ---------> 49380
t=0, n=37, m=20, rp=0 ---------> 49380
t=1, n=37, m=20, rp=0 ---------> 49380
t=0, n=38, m=20, rp=0 ---------> 49380
t=1, n=38, m=20, rp=0 ---------> 49380
t=0, n=39, m=20, rp=0 ---------> 49380
t=1, n=39, m=20, rp=0 ---------> 49380
t=0, n=40, m=20, rp=0 ---------> 49380
t=1, n=40, m=20, rp=0 ---------> 49380
t=0, n=41, m=20, rp=0 ---------> 49380
t=1, n=41, m=20, rp=0 ---------> 49380
t=0, n=42, m=20, rp=0 ---------> 49380
t=1, n=42, m=20, rp=0 ---------> 49380
t=0, n=43, m=20, rp=0 ---------> 49380
t=1, n=43, m=20, rp=0 ---------> 49380
t=0, n=44, m=20, rp=0 ---------> 2.8515e+10
t=1, n=44, m=20, rp=0 ---------> 3.85244e+09
t=0, n=45, m=20, rp=0 ---------> 2.73801e+10
t=1, n=45, m=20, rp=0 ---------> 9.83175e+09
t=0, n=0, m=21, rp=0 ---------> 49380
t=1, n=0, m=21, rp=0 ---------> 49380
t=0, n=1, m=21, rp=0 ---------> 49380
t=1, n=1, m=21, rp=0 ---------> 49380
t=0, n=2, m=21, rp=0 ---------> 49380
t=1, n=2, m=21, rp=0 ---------> 49380
t=0, n=3, m=21, rp=0 ---------> 49380
t=1, n=3, m=21, rp=0 ---------> 49380
t=0, n=4, m=21, rp=0 ---------> 49380
t=1, n=4, m=21, rp=0 ---------> 49380
t=0, n=5, m=21, rp=0 ---------> 49380
t=1, n=5, m=21, rp=0 ---------> 49380
t=0, n=6, m=21, rp=0 ---------> 49380
t=1, n=6, m=21, rp=0 ---------> 49380
t=0, n=7, m=21, rp=0 ---------> 49380
t=1, n=7, m=21, rp=0 ---------> 49380
t=0, n=8, m=21, rp=0 ---------> 49380
t=1, n=8, m=21, rp=0 ---------> 49380
t=0, n=9, m=21, rp=0 ---------> 49380
t=1, n=9, m=21, rp=0 ---------> 49380
t=0, n=10, m=21, rp=0 ---------> 49380
t=1, n=10, m=21, rp=0 ---------> 49380
t=0, n=11, m=21, rp=0 ---------> 49380
t=1, n=11, m=21, rp=0 ---------> 49380
t=0, n=12, m=21, rp=0 ---------> 49380
t=1, n=12, m=21, rp=0 ---------> 49380
t=0, n=13, m=21, rp=0 ---------> 49380
t=1, n=13, m=21, rp=0 ---------> 49380
t=0, n=14, m=21, rp=0 ---------> 49380
t=1, n=14, m=21, rp=0 ---------> 49380
t=0, n=15, m=21, rp=0 ---------> 49380
t=1, n=15, m=21, rp=0 ---------> 49380
t=0, n=16, m=21, rp=0 ---------> 49380
t=1, n=16, m=21, rp=0 ---------> 49380
t=0, n=17, m=21, rp=0 ---------> 49380
t=1, n=17, m=21, rp=0 ---------> 49380
t=0, n=18, m=21, rp=0 ---------> 49380
t=1, n=18, m=21, rp=0 ---------> 49380
t=0, n=19, m=21, rp=0 ---------> 49380
t=1, n=19, m=21, rp=0 ---------> 49380
t=0, n=20, m=21, rp=0 ---------> 49380
t=1, n=20, m=21, rp=0 ---------> 49380
t=0, n=21, m=21, rp=0 ---------> 49380
t=1, n=21, m=21, rp=0 ---------> 49380
t=0, n=22, m=21, rp=0 ---------> 49380
t=1, n=22, m=21, rp=0 ---------> 49380
t=0, n=23, m=21, rp=0 ---------> 49380
t=1, n=23, m=21, rp=0 ---------> 49380
t=0, n=24, m=21, rp=0 ---------> 49380
t=1, n=24, m=21, rp=0 ---------> 49380
t=0, n=25, m=21, rp=0 ---------> 49380
t=1, n=25, m=21, rp=0 ---------> 49380
t=0, n=26, m=21, rp=0 ---------> 49380
t=1, n=26, m=21, rp=0 ---------> 49380
t=0, n=27, m=21, rp=0 ---------> 49380
t=1, n=27, m=21, rp=0 ---------> 49380
t=0, n=28, m=21, rp=0 ---------> 49380
t=1, n=28, m=21, rp=0 ---------> 49380
t=0, n=29, m=21, rp=0 ---------> 49380
t=1, n=29, m=21, rp=0 ---------> 49380
t=0, n=30, m=21, rp=0 ---------> 49380
t=1, n=30, m=21, rp=0 ---------> 49380
t=0, n=31, m=21, rp=0 ---------> 49380
t=1, n=31, m=21, rp=0 ---------> 49380
t=0, n=32, m=21, rp=0 ---------> 49380
t=1, n=32, m=21, rp=0 ---------> 49380
t=0, n=33, m=21, rp=0 ---------> 49380
t=1, n=33, m=21, rp=0 ---------> 49380
t=0, n=34, m=21, rp=0 ---------> 49380
t=1, n=34, m=21, rp=0 ---------> 49380
t=0, n=35, m=21, rp=0 ---------> 49380
t=1, n=35, m=21, rp=0 ---------> 49380
t=0, n=36, m=21, rp=0 ---------> 49380
t=1, n=36, m=21, rp=0 ---------> 49380
t=0, n=37, m=21, rp=0 ---------> 49380
t=1, n=37, m=21, rp=0 ---------> 49380
t=0, n=38, m=21, rp=0 ---------> 49380
t=1, n=38, m=21, rp=0 ---------> 49380
t=0, n=39, m=21, rp=0 ---------> 49380
t=1, n=39, m=21, rp=0 ---------> 49380
t=0, n=40, m=21, rp=0 ---------> 49380
t=1, n=40, m=21, rp=0 ---------> 49380
t=0, n=41, m=21, rp=0 ---------> 49380
t=1, n=41, m=21, rp=0 ---------> 49380
t=0, n=42, m=21, rp=0 ---------> 49380
t=1, n=42, m=21, rp=0 ---------> 49380
t=0, n=43, m=21, rp=0 ---------> 49380
t=1, n=43, m=21, rp=0 ---------> 49380
t=0, n=44, m=21, rp=0 ---------> 3.68582e+10
t=1, n=44, m=21, rp=0 ---------> 9.80734e+09
t=0, n=45, m=21, rp=0 ---------> 2.60406e+10
t=1, n=45, m=21, rp=0 ---------> 2.12604e+10
t=0, n=0, m=22, rp=0 ---------> 49380
t=1, n=0, m=22, rp=0 ---------> 49380
t=0, n=1, m=22, rp=0 ---------> 49380
t=1, n=1, m=22, rp=0 ---------> 49380
t=0, n=2, m=22, rp=0 ---------> 49380
t=1, n=2, m=22, rp=0 ---------> 49380
t=0, n=3, m=22, rp=0 ---------> 49380
t=1, n=3, m=22, rp=0 ---------> 49380
t=0, n=4, m=22, rp=0 ---------> 49380
t=1, n=4, m=22, rp=0 ---------> 49380
t=0, n=5, m=22, rp=0 ---------> 49380
t=1, n=5, m=22, rp=0 ---------> 49380
t=0, n=6, m=22, rp=0 ---------> 49380
t=1, n=6, m=22, rp=0 ---------> 49380
t=0, n=7, m=22, rp=0 ---------> 49380
t=1, n=7, m=22, rp=0 ---------> 49380
t=0, n=8, m=22, rp=0 ---------> 49380
t=1, n=8, m=22, rp=0 ---------> 49380
t=0, n=9, m=22, rp=0 ---------> 49380
t=1, n=9, m=22, rp=0 ---------> 49380
t=0, n=10, m=22, rp=0 ---------> 49380
t=1, n=10, m=22, rp=0 ---------> 49380
t=0, n=11, m=22, rp=0 ---------> 49380
t=1, n=11, m=22, rp=0 ---------> 49380
t=0, n=12, m=22, rp=0 ---------> 49380
t=1, n=12, m=22, rp=0 ---------> 49380
t=0, n=13, m=22, rp=0 ---------> 49380
t=1, n=13, m=22, rp=0 ---------> 49380
t=0, n=14, m=22, rp=0 ---------> 49380
t=1, n=14, m=22, rp=0 ---------> 49380
t=0, n=15, m=22, rp=0 ---------> 49380
t=1, n=15, m=22, rp=0 ---------> 49380
t=0, n=16, m=22, rp=0 ---------> 49380
t=1, n=16, m=22, rp=0 ---------> 49380
t=0, n=17, m=22, rp=0 ---------> 49380
t=1, n=17, m=22, rp=0 ---------> 49380
t=0, n=18, m=22, rp=0 ---------> 49380
t=1, n=18, m=22, rp=0 ---------> 49380
t=0, n=19, m=22, rp=0 ---------> 49380
t=1, n=19, m=22, rp=0 ---------> 49380
t=0, n=20, m=22, rp=0 ---------> 49380
t=1, n=20, m=22, rp=0 ---------> 49380
t=0, n=21, m=22, rp=0 ---------> 49380
t=1, n=21, m=22, rp=0 ---------> 49380
t=0, n=22, m=22, rp=0 ---------> 49380
t=1, n=22, m=22, rp=0 ---------> 49380
t=0, n=23, m=22, rp=0 ---------> 49380
t=1, n=23, m=22, rp=0 ---------> 49380
t=0, n=24, m=22, rp=0 ---------> 49380
t=1, n=24, m=22, rp=0 ---------> 49380
t=0, n=25, m=22, rp=0 ---------> 49380
t=1, n=25, m=22, rp=0 ---------> 49380
t=0, n=26, m=22, rp=0 ---------> 49380
t=1, n=26, m=22, rp=0 ---------> 49380
t=0, n=27, m=22, rp=0 ---------> 49380
t=1, n=27, m=22, rp=0 ---------> 49380
t=0, n=28, m=22, rp=0 ---------> 49380
t=1, n=28, m=22, rp=0 ---------> 49380
t=0, n=29, m=22, rp=0 ---------> 49380
t=1, n=29, m=22, rp=0 ---------> 49380
t=0, n=30, m=22, rp=0 ---------> 49380
t=1, n=30, m=22, rp=0 ---------> 49380
t=0, n=31, m=22, rp=0 ---------> 49380
t=1, n=31, m=22, rp=0 ---------> 49380
t=0, n=32, m=22, rp=0 ---------> 49380
t=1, n=32, m=22, rp=0 ---------> 49380
t=0, n=33, m=22, rp=0 ---------> 49380
t=1, n=33, m=22, rp=0 ---------> 49380
t=0, n=34, m=22, rp=0 ---------> 49380
t=1, n=34, m=22, rp=0 ---------> 49380
t=0, n=35, m=22, rp=0 ---------> 49380
t=1, n=35, m=22, rp=0 ---------> 49380
t=0, n=36, m=22, rp=0 ---------> 49380
t=1, n=36, m=22, rp=0 ---------> 49380
t=0, n=37, m=22, rp=0 ---------> 49380
t=1, n=37, m=22, rp=0 ---------> 49380
t=0, n=38, m=22, rp=0 ---------> 49380
t=1, n=38, m=22, rp=0 ---------> 49380
t=0, n=39, m=22, rp=0 ---------> 49380
t=1, n=39, m=22, rp=0 ---------> 49380
t=0, n=40, m=22, rp=0 ---------> 49380
t=1, n=40, m=22, rp=0 ---------> 49380
t=0, n=41, m=22, rp=0 ---------> 49380
t=1, n=41, m=22, rp=0 ---------> 49380
t=0, n=42, m=22, rp=0 ---------> 49380
t=1, n=42, m=22, rp=0 ---------> 49380
t=0, n=43, m=22, rp=0 ---------> 49380
t=1, n=43, m=22, rp=0 ---------> 49380
t=0, n=44, m=22, rp=0 ---------> 9.53336e+09
t=1, n=44, m=22, rp=0 ---------> 6.35981e+10
t=0, n=45, m=22, rp=0 ---------> -1.01308e+10
t=1, n=45, m=22, rp=0 ---------> 5.91261e+10
t=0, n=0, m=23, rp=0 ---------> 49380
t=1, n=0, m=23, rp=0 ---------> 49380
t=0, n=1, m=23, rp=0 ---------> 49380
t=1, n=1, m=23, rp=0 ---------> 49380
t=0, n=2, m=23, rp=0 ---------> 49380
t=1, n=2, m=23, rp=0 ---------> 49380
t=0, n=3, m=23, rp=0 ---------> 49380
t=1, n=3, m=23, rp=0 ---------> 49380
t=0, n=4, m=23, rp=0 ---------> 49380
t=1, n=4, m=23, rp=0 ---------> 49380
t=0, n=5, m=23, rp=0 ---------> 49380
t=1, n=5, m=23, rp=0 ---------> 49380
t=0, n=6, m=23, rp=0 ---------> 49380
t=1, n=6, m=23, rp=0 ---------> 49380
t=0, n=7, m=23, rp=0 ---------> 49380
t=1, n=7, m=23, rp=0 ---------> 49380
t=0, n=8, m=23, rp=0 ---------> 49380
t=1, n=8, m=23, rp=0 ---------> 49380
t=0, n=9, m=23, rp=0 ---------> 49380
t=1, n=9, m=23, rp=0 ---------> 49380
t=0, n=10, m=23, rp=0 ---------> 49380
t=1, n=10, m=23, rp=0 ---------> 49380
t=0, n=11, m=23, rp=0 ---------> 49380
t=1, n=11, m=23, rp=0 ---------> 49380
t=0, n=12, m=23, rp=0 ---------> 49380
t=1, n=12, m=23, rp=0 ---------> 49380
t=0, n=13, m=23, rp=0 ---------> 49380
t=1, n=13, m=23, rp=0 ---------> 49380
t=0, n=14, m=23, rp=0 ---------> 49380
t=1, n=14, m=23, rp=0 ---------> 49380
t=0, n=15, m=23, rp=0 ---------> 49380
t=1, n=15, m=23, rp=0 ---------> 49380
t=0, n=16, m=23, rp=0 ---------> 49380
t=1, n=16, m=23, rp=0 ---------> 49380
t=0, n=17, m=23, rp=0 ---------> 49380
t=1, n=17, m=23, rp=0 ---------> 49380
t=0, n=18, m=23, rp=0 ---------> 49380
t=1, n=18, m=23, rp=0 ---------> 49380
t=0, n=19, m=23, rp=0 ---------> 49380
t=1, n=19, m=23, rp=0 ---------> 49380
t=0, n=20, m=23, rp=0 ---------> 49380
t=1, n=20, m=23, rp=0 ---------> 49380
t=0, n=21, m=23, rp=0 ---------> 49380
t=1, n=21, m=23, rp=0 ---------> 49380
t=0, n=22, m=23, rp=0 ---------> 49380
t=1, n=22, m=23, rp=0 ---------> 49380
t=0, n=23, m=23, rp=0 ---------> 49380
t=1, n=23, m=23, rp=0 ---------> 49380
t=0, n=24, m=23, rp=0 ---------> 49380
t=1, n=24, m=23, rp=0 ---------> 49380
t=0, n=25, m=23, rp=0 ---------> 49380
t=1, n=25, m=23, rp=0 ---------> 49380
t=0, n=26, m=23, rp=0 ---------> 49380
t=1, n=26, m=23, rp=0 ---------> 49380
t=0, n=27, m=23, rp=0 ---------> 49380
t=1, n=27, m=23, rp=0 ---------> 49380
t=0, n=28, m=23, rp=0 ---------> 49380
t=1, n=28, m=23, rp=0 ---------> 49380
t=0, n=29, m=23, rp=0 ---------> 49380
t=1, n=29, m=23, rp=0 ---------> 49380
t=0, n=30, m=23, rp=0 ---------> 49380
t=1, n=30, m=23, rp=0 ---------> 49380
t=0, n=31, m=23, rp=0 ---------> 49380
t=1, n=31, m=23, rp=0 ---------> 49380
t=0, n=32, m=23, rp=0 ---------> 49380
t=1, n=32, m=23, rp=0 ---------> 49380
t=0, n=33, m=23, rp=0 ---------> 49380
t=1, n=33, m=23, rp=0 ---------> 49380
t=0, n=34, m=23, rp=0 ---------> 49380
t=1, n=34, m=23, rp=0 ---------> 49380
t=0, n=35, m=23, rp=0 ---------> 49380
t=1, n=35, m=23, rp=0 ---------> 49380
t=0, n=36, m=23, rp=0 ---------> 49380
t=1, n=36, m=23, rp=0 ---------> 49380
t=0, n=37, m=23, rp=0 ---------> 49380
t=1, n=37, m=23, rp=0 ---------> 49380
t=0, n=38, m=23, rp=0 ---------> 49380
t=1, n=38, m=23, rp=0 ---------> 49380
t=0, n=39, m=23, rp=0 ---------> 49380
t=1, n=39, m=23, rp=0 ---------> 49380
t=0, n=40, m=23, rp=0 ---------> 49380
t=1, n=40, m=23, rp=0 ---------> 49380
t=0, n=41, m=23, rp=0 ---------> 49380
t=1, n=41, m=23, rp=0 ---------> 49380
t=0, n=42, m=23, rp=0 ---------> 49380
t=1, n=42, m=23, rp=0 ---------> 49380
t=0, n=43, m=23, rp=0 ---------> 49380
t=1, n=43, m=23, rp=0 ---------> 49380
t=0, n=44, m=23, rp=0 ---------> 9.31475e+09
t=1, n=44, m=23, rp=0 ---------> 5.23843e+10
t=0, n=45, m=23, rp=0 ---------> -3.53749e+10
t=1, n=45, m=23, rp=0 ---------> 5.63696e+10
t=0, n=0, m=24, rp=0 ---------> 49380
t=1, n=0, m=24, rp=0 ---------> 49380
t=0, n=1, m=24, rp=0 ---------> 49380
t=1, n=1, m=24, rp=0 ---------> 49380
t=0, n=2, m=24, rp=0 ---------> 49380
t=1, n=2, m=24, rp=0 ---------> 49380
t=0, n=3, m=24, rp=0 ---------> 49380
t=1, n=3, m=24, rp=0 ---------> 49380
t=0, n=4, m=24, rp=0 ---------> 49380
t=1, n=4, m=24, rp=0 ---------> 49380
t=0, n=5, m=24, rp=0 ---------> 49380
t=1, n=5, m=24, rp=0 ---------> 49380
t=0, n=6, m=24, rp=0 ---------> 49380
t=1, n=6, m=24, rp=0 ---------> 49380
t=0, n=7, m=24, rp=0 ---------> 49380
t=1, n=7, m=24, rp=0 ---------> 49380
t=0, n=8, m=24, rp=0 ---------> 49380
t=1, n=8, m=24, rp=0 ---------> 49380
t=0, n=9, m=24, rp=0 ---------> 49380
t=1, n=9, m=24, rp=0 ---------> 49380
t=0, n=10, m=24, rp=0 ---------> 49380
t=1, n=10, m=24, rp=0 ---------> 49380
t=0, n=11, m=24, rp=0 ---------> 49380
t=1, n=11, m=24, rp=0 ---------> 49380
t=0, n=12, m=24, rp=0 ---------> 49380
t=1, n=12, m=24, rp=0 ---------> 49380
t=0, n=13, m=24, rp=0 ---------> 49380
t=1, n=13, m=24, rp=0 ---------> 49380
t=0, n=14, m=24, rp=0 ---------> 49380
t=1, n=14, m=24, rp=0 ---------> 49380
t=0, n=15, m=24, rp=0 ---------> 49380
t=1, n=15, m=24, rp=0 ---------> 49380
t=0, n=16, m=24, rp=0 ---------> 49380
t=1, n=16, m=24, rp=0 ---------> 49380
t=0, n=17, m=24, rp=0 ---------> 49380
t=1, n=17, m=24, rp=0 ---------> 49380
t=0, n=18, m=24, rp=0 ---------> 49380
t=1, n=18, m=24, rp=0 ---------> 49380
t=0, n=19, m=24, rp=0 ---------> 49380
t=1, n=19, m=24, rp=0 ---------> 49380
t=0, n=20, m=24, rp=0 ---------> 49380
t=1, n=20, m=24, rp=0 ---------> 49380
t=0, n=21, m=24, rp=0 ---------> 49380
t=1, n=21, m=24, rp=0 ---------> 49380
t=0, n=22, m=24, rp=0 ---------> 49380
t=1, n=22, m=24, rp=0 ---------> 49380
t=0, n=23, m=24, rp=0 ---------> 49380
t=1, n=23, m=24, rp=0 ---------> 49380
t=0, n=24, m=24, rp=0 ---------> 49380
t=1, n=24, m=24, rp=0 ---------> 49380
t=0, n=25, m=24, rp=0 ---------> 49380
t=1, n=25, m=24, rp=0 ---------> 49380
t=0, n=26, m=24, rp=0 ---------> 49380
t=1, n=26, m=24, rp=0 ---------> 49380
t=0, n=27, m=24, rp=0 ---------> 49380
t=1, n=27, m=24, rp=0 ---------> 49380
t=0, n=28, m=24, rp=0 ---------> 49380
t=1, n=28, m=24, rp=0 ---------> 49380
t=0, n=29, m=24, rp=0 ---------> 49380
t=1, n=29, m=24, rp=0 ---------> 49380
t=0, n=30, m=24, rp=0 ---------> 49380
t=1, n=30, m=24, rp=0 ---------> 49380
t=0, n=31, m=24, rp=0 ---------> 49380
t=1, n=31, m=24, rp=0 ---------> 49380
t=0, n=32, m=24, rp=0 ---------> 49380
t=1, n=32, m=24, rp=0 ---------> 49380
t=0, n=33, m=24, rp=0 ---------> 49380
t=1, n=33, m=24, rp=0 ---------> 49380
t=0, n=34, m=24, rp=0 ---------> 49380
t=1, n=34, m=24, rp=0 ---------> 49380
t=0, n=35, m=24, rp=0 ---------> 49380
t=1, n=35, m=24, rp=0 ---------> 49380
t=0, n=36, m=24, rp=0 ---------> 49380
t=1, n=36, m=24, rp=0 ---------> 49380
t=0, n=37, m=24, rp=0 ---------> 49380
t=1, n=37, m=24, rp=0 ---------> 49380
t=0, n=38, m=24, rp=0 ---------> 49380
t=1, n=38, m=24, rp=0 ---------> 49380
t=0, n=39, m=24, rp=0 ---------> 49380
t=1, n=39, m=24, rp=0 ---------> 49380
t=0, n=40, m=24, rp=0 ---------> 49380
t=1, n=40, m=24, rp=0 ---------> 49380
t=0, n=41, m=24, rp=0 ---------> 49380
t=1, n=41, m=24, rp=0 ---------> 49380
t=0, n=42, m=24, rp=0 ---------> 49380
t=1, n=42, m=24, rp=0 ---------> 49380
t=0, n=43, m=24, rp=0 ---------> 49380
